split,track_id,label,path,decode_status,sample_rate,channels,num_samples,duration_sec
train,classical/classical.00005,classical,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/classical/classical.00005.wav,ok,22050,1,661794,30.013
train,hiphop/hiphop.00073,hiphop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/hiphop/hiphop.00073.wav,ok,22050,1,661794,30.013
train,reggae/reggae.00045,reggae,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/reggae/reggae.00045.wav,ok,22050,1,661504,30.000
train,pop/pop.00057,pop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/pop/pop.00057.wav,ok,22050,1,661504,30.000
train,classical/classical.00063,classical,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/classical/classical.00063.wav,ok,22050,1,661794,30.013
train,reggae/reggae.00050,reggae,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/reggae/reggae.00050.wav,ok,22050,1,661504,30.000
train,jazz/jazz.00065,jazz,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/jazz/jazz.00065.wav,ok,22050,1,661794,30.013
train,rock/rock.00041,rock,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/rock/rock.00041.wav,ok,22050,1,661794,30.013
train,blues/blues.00063,blues,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/blues/blues.00063.wav,ok,22050,1,661794,30.013
train,jazz/jazz.00021,jazz,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/jazz/jazz.00021.wav,ok,22050,1,661794,30.013
train,reggae/reggae.00051,reggae,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/reggae/reggae.00051.wav,ok,22050,1,661504,30.000
train,blues/blues.00095,blues,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/blues/blues.00095.wav,ok,22050,1,661794,30.013
train,disco/disco.00088,disco,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/disco/disco.00088.wav,ok,22050,1,661504,30.000
train,classical/classical.00066,classical,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/classical/classical.00066.wav,ok,22050,1,661794,30.013
train,hiphop/hiphop.00062,hiphop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/hiphop/hiphop.00062.wav,ok,22050,1,661794,30.013
train,reggae/reggae.00063,reggae,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/reggae/reggae.00063.wav,ok,22050,1,661504,30.000
train,rock/rock.00009,rock,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/rock/rock.00009.wav,ok,22050,1,661794,30.013
train,classical/classical.00080,classical,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/classical/classical.00080.wav,ok,22050,1,661794,30.013
train,classical/classical.00015,classical,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/classical/classical.00015.wav,ok,22050,1,661794,30.013
train,country/country.00066,country,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/country/country.00066.wav,ok,22050,1,661794,30.013
train,hiphop/hiphop.00056,hiphop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/hiphop/hiphop.00056.wav,ok,22050,1,661794,30.013
train,hiphop/hiphop.00095,hiphop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/hiphop/hiphop.00095.wav,ok,22050,1,661794,30.013
train,country/country.00034,country,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/country/country.00034.wav,ok,22050,1,661794,30.013
train,jazz/jazz.00089,jazz,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/jazz/jazz.00089.wav,ok,22050,1,661794,30.013
train,blues/blues.00027,blues,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/blues/blues.00027.wav,ok,22050,1,661794,30.013
train,hiphop/hiphop.00093,hiphop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/hiphop/hiphop.00093.wav,ok,22050,1,661794,30.013
train,reggae/reggae.00042,reggae,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/reggae/reggae.00042.wav,ok,22050,1,661504,30.000
train,country/country.00030,country,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/country/country.00030.wav,ok,22050,1,661794,30.013
train,disco/disco.00074,disco,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/disco/disco.00074.wav,ok,22050,1,661504,30.000
train,jazz/jazz.00022,jazz,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/jazz/jazz.00022.wav,ok,22050,1,661794,30.013
train,pop/pop.00060,pop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/pop/pop.00060.wav,ok,22050,1,661504,30.000
train,blues/blues.00092,blues,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/blues/blues.00092.wav,ok,22050,1,661794,30.013
train,disco/disco.00003,disco,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/disco/disco.00003.wav,ok,22050,1,668140,30.301
train,classical/classical.00064,classical,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/classical/classical.00064.wav,ok,22050,1,661794,30.013
train,country/country.00087,country,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/country/country.00087.wav,ok,22050,1,661794,30.013
train,jazz/jazz.00083,jazz,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/jazz/jazz.00083.wav,ok,22050,1,661794,30.013
train,blues/blues.00014,blues,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/blues/blues.00014.wav,ok,22050,1,661794,30.013
train,jazz/jazz.00086,jazz,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/jazz/jazz.00086.wav,ok,22050,1,661794,30.013
train,reggae/reggae.00039,reggae,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/reggae/reggae.00039.wav,ok,22050,1,661794,30.013
train,jazz/jazz.00013,jazz,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/jazz/jazz.00013.wav,ok,22050,1,661794,30.013
train,hiphop/hiphop.00022,hiphop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/hiphop/hiphop.00022.wav,ok,22050,1,661794,30.013
train,hiphop/hiphop.00036,hiphop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/hiphop/hiphop.00036.wav,ok,22050,1,675808,30.649
train,country/country.00026,country,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/country/country.00026.wav,ok,22050,1,661794,30.013
train,disco/disco.00087,disco,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/disco/disco.00087.wav,ok,22050,1,661504,30.000
train,blues/blues.00081,blues,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/blues/blues.00081.wav,ok,22050,1,661794,30.013
train,rock/rock.00079,rock,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/rock/rock.00079.wav,ok,22050,1,661794,30.013
train,country/country.00038,country,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/country/country.00038.wav,ok,22050,1,661794,30.013
train,rock/rock.00040,rock,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/rock/rock.00040.wav,ok,22050,1,661794,30.013
train,hiphop/hiphop.00029,hiphop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/hiphop/hiphop.00029.wav,ok,22050,1,669240,30.351
train,country/country.00094,country,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/country/country.00094.wav,ok,22050,1,661794,30.013
train,country/country.00006,country,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/country/country.00006.wav,ok,22050,1,668800,30.331
train,metal/metal.00095,metal,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/metal/metal.00095.wav,ok,22050,1,661794,30.013
train,pop/pop.00004,pop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/pop/pop.00004.wav,ok,22050,1,661504,30.000
train,country/country.00041,country,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/country/country.00041.wav,ok,22050,1,661794,30.013
train,reggae/reggae.00016,reggae,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/reggae/reggae.00016.wav,ok,22050,1,661794,30.013
train,classical/classical.00045,classical,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/classical/classical.00045.wav,ok,22050,1,665280,30.171
train,pop/pop.00028,pop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/pop/pop.00028.wav,ok,22050,1,661504,30.000
train,rock/rock.00069,rock,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/rock/rock.00069.wav,ok,22050,1,661794,30.013
train,country/country.00032,country,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/country/country.00032.wav,ok,22050,1,661794,30.013
train,disco/disco.00045,disco,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/disco/disco.00045.wav,ok,22050,1,661794,30.013
train,jazz/jazz.00051,jazz,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/jazz/jazz.00051.wav,ok,22050,1,661794,30.013
train,blues/blues.00028,blues,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/blues/blues.00028.wav,ok,22050,1,661794,30.013
train,hiphop/hiphop.00020,hiphop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/hiphop/hiphop.00020.wav,ok,22050,1,661794,30.013
train,disco/disco.00012,disco,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/disco/disco.00012.wav,ok,22050,1,663520,30.092
train,reggae/reggae.00079,reggae,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/reggae/reggae.00079.wav,ok,22050,1,661504,30.000
train,metal/metal.00093,metal,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/metal/metal.00093.wav,ok,22050,1,661504,30.000
train,hiphop/hiphop.00024,hiphop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/hiphop/hiphop.00024.wav,ok,22050,1,661794,30.013
train,country/country.00076,country,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/country/country.00076.wav,ok,22050,1,661794,30.013
train,rock/rock.00061,rock,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/rock/rock.00061.wav,ok,22050,1,661794,30.013
train,country/country.00042,country,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/country/country.00042.wav,ok,22050,1,661794,30.013
train,blues/blues.00073,blues,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/blues/blues.00073.wav,ok,22050,1,661794,30.013
train,rock/rock.00090,rock,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/rock/rock.00090.wav,ok,22050,1,661794,30.013
train,metal/metal.00029,metal,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/metal/metal.00029.wav,ok,22050,1,661504,30.000
train,pop/pop.00099,pop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/pop/pop.00099.wav,ok,22050,1,661504,30.000
train,country/country.00025,country,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/country/country.00025.wav,ok,22050,1,661794,30.013
train,classical/classical.00033,classical,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/classical/classical.00033.wav,ok,22050,1,661794,30.013
train,classical/classical.00058,classical,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/classical/classical.00058.wav,ok,22050,1,661794,30.013
train,pop/pop.00081,pop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/pop/pop.00081.wav,ok,22050,1,661504,30.000
train,metal/metal.00034,metal,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/metal/metal.00034.wav,ok,22050,1,661504,30.000
train,disco/disco.00036,disco,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/disco/disco.00036.wav,ok,22050,1,661794,30.013
train,classical/classical.00011,classical,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/classical/classical.00011.wav,ok,22050,1,661794,30.013
train,jazz/jazz.00019,jazz,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/jazz/jazz.00019.wav,ok,22050,1,661794,30.013
train,classical/classical.00051,classical,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/classical/classical.00051.wav,ok,22050,1,661344,29.993
train,blues/blues.00074,blues,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/blues/blues.00074.wav,ok,22050,1,661794,30.013
train,country/country.00019,country,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/country/country.00019.wav,ok,22050,1,661794,30.013
train,disco/disco.00038,disco,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/disco/disco.00038.wav,ok,22050,1,661794,30.013
train,pop/pop.00041,pop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/pop/pop.00041.wav,ok,22050,1,661504,30.000
train,hiphop/hiphop.00011,hiphop,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/hiphop/hiphop.00011.wav,ok,22050,1,661794,30.013
train,reggae/reggae.00038,reggae,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/reggae/reggae.00038.wav,ok,22050,1,661794,30.013
train,blues/blues.00085,blues,/Users/samuelturner/Documents/mert-music-retrieval/data/raw/gtzan/blues/blues.00085.wav,ok,22050,1,661794,30.013
